"tss_id"	"gene_symbol"	"chr"	"strand"	"promoter"	"position"	"transcripts"
"TMC5_P1"	"TMC5"	"chr16"	"+"	"P1"	19417884	"ENST00000542583"
"TMC6_P1"	"TMC6"	"chr17"	"-"	"P1"	78128755	"ENST00000590602"
"TMC7_P1"	"TMC7"	"chr16"	"+"	"P1"	18983969	"ENST00000569532"
"TMC8_P1"	"TMC8"	"chr17"	"+"	"P1"	78130776	"ENST00000590426"
"TMC8_P2(W)"	"TMC8"	"chr17"	"+"	"P2(W)"	78140754	NA
"TMCC1_P1"	"TMCC1"	"chr3"	"-"	"P1"	129893711	"ENST00000426664"
"TMCC2_P1"	"TMCC2"	"chr1"	"+"	"P1"	205227970	"ENST00000358024"
"TMCC2_P2"	"TMCC2"	"chr1"	"+"	"P2"	205256202	"ENST00000468846"
"TMCC3_P1"	"TMCC3"	"chr12"	"-"	"P1"	94650557	"ENST00000261226"
"TMCO1_P1"	"TMCO1"	"chr1"	"-"	"P1"	165768868	"ENST00000612311"
"TMCO2_P1"	"TMCO2"	"chr1"	"+"	"P1"	40247937	"ENST00000372766"
"TMCO3_P1"	"TMCO3"	"chr13"	"+"	"P1"	113491104	"ENST00000434316"
"TMCO4_P1"	"TMCO4"	"chr1"	"-"	"P1"	19799880	"ENST00000294543"
"TMCO5A_P1"	"TMCO5A"	"chr15"	"+"	"P1"	37934640	"ENST00000559502"
"TMCO6_P1"	"TMCO6"	"chr5"	"+"	"P1"	140639470	"ENST00000394671"
"TMED1_P1"	"TMED1"	"chr19"	"-"	"P1"	10836210	"ENST00000214869"
"TMED10_P1"	"TMED10"	"chr14"	"-"	"P1"	75176603	"ENST00000303575"
"TMED2_P1"	"TMED2"	"chr12"	"+"	"P1"	123584552	"ENST00000262225"
"TMED3_P1"	"TMED3"	"chr15"	"+"	"P1"	79311157	"ENST00000299705"
"TMED4_P1"	"TMED4"	"chr7"	"-"	"P1"	44582231	"ENST00000457408"
"TMED5_P1"	"TMED5"	"chr1"	"-"	"P1"	93180413	"ENST00000370282"
"TMED6_P1"	"TMED6"	"chr16"	"-"	"P1"	69351786	"ENST00000288025"
"TMED7_P1"	"TMED7"	"chr5"	"-"	"P1"	115626010	"ENST00000456936"
"TMED8_P1"	"TMED8"	"chr14"	"-"	"P1"	77377094	"ENST00000216468"
"TMED9_P1"	"TMED9"	"chr5"	"+"	"P1"	177592203	"ENST00000332598"
"TMEFF1_P1"	"TMEFF1"	"chr9"	"+"	"P1"	100473093	"ENST00000374879"
"TMEFF2_P1"	"TMEFF2"	"chr2"	"-"	"P1"	192194916	"ENST00000392314"
"TMEM100_P1"	"TMEM100"	"chr17"	"-"	"P1"	55722864	"ENST00000424486"
"TMEM100_P2(W)"	"TMEM100"	"chr17"	"-"	"P2(W)"	55732084	NA
"TMEM101_P1"	"TMEM101"	"chr17"	"-"	"P1"	44014963	"ENST00000206380"
"TMEM102_P1"	"TMEM102"	"chr17"	"+"	"P1"	7435435	"ENST00000323206"
"TMEM104_P1"	"TMEM104"	"chr17"	"+"	"P1"	74776499	"ENST00000335464"
"TMEM105_P1"	"TMEM105"	"chr17"	"-"	"P1"	81330385	"ENST00000650606"
"TMEM106A_P1"	"TMEM106A"	"chr17"	"+"	"P1"	43211875	"ENST00000588693"
"TMEM106B_P1"	"TMEM106B"	"chr7"	"+"	"P1"	12211327	"ENST00000396668"
"TMEM106C_P1"	"TMEM106C"	"chr12"	"+"	"P1"	47963596	"ENST00000550146"
"TMEM107_P1"	"TMEM107"	"chr17"	"-"	"P1"	8176380	"ENST00000449985"
"TMEM108_P1"	"TMEM108"	"chr3"	"+"	"P1"	133038391	"ENST00000514529"
"TMEM109_P1"	"TMEM109"	"chr11"	"+"	"P1"	60914185	"ENST00000227525"
"TMEM11_P1"	"TMEM11"	"chr17"	"-"	"P1"	21214161	"ENST00000317635"
"TMEM114_ENST00000568335(W)"	"TMEM114"	"chr16"	"-"	"ENST00000568335(W)"	8572223	NA
"TMEM114_P1"	"TMEM114"	"chr16"	"-"	"P1"	8590469	"ENST00000568335"
"TMEM115_P1"	"TMEM115"	"chr3"	"-"	"P1"	50359521	"ENST00000266025"
"TMEM116_P1"	"TMEM116"	"chr12"	"-"	"P1"	112013165	"ENST00000550831"
"TMEM117_P1"	"TMEM117"	"chr12"	"+"	"P1"	43836081	"ENST00000546387"
"TMEM119_P1"	"TMEM119"	"chr12"	"-"	"P1"	108598072	"ENST00000392806"
"TMEM120A_P1"	"TMEM120A"	"chr7"	"-"	"P1"	75994595	"ENST00000493111"
"TMEM120B_P1"	"TMEM120B"	"chr12"	"+"	"P1"	121712752	"ENST00000342607"
"TMEM121_P1"	"TMEM121"	"chr14"	"+"	"P1"	105526603	"ENST00000392519"
"TMEM121_P2(W)"	"TMEM121"	"chr14"	"+"	"P2(W)"	105528588	NA
"TMEM121B_P1"	"TMEM121B"	"chr22"	"-"	"P1"	17121330	"ENST00000399875"
"TMEM123_P1"	"TMEM123"	"chr11"	"-"	"P1"	102452765	"ENST00000361236"
"TMEM125_P1"	"TMEM125"	"chr1"	"+"	"P1"	43270668	"ENST00000456751"
"TMEM126A_P1"	"TMEM126A"	"chr11"	"+"	"P1"	85647967	"ENST00000525353"
"TMEM126B_P1"	"TMEM126B"	"chr11"	"+"	"P1"	85628594	"ENST00000393375"
"TMEM127_P1"	"TMEM127"	"chr2"	"-"	"P1"	96265997	"ENST00000258439"
"TMEM128_P1"	"TMEM128"	"chr4"	"-"	"P1"	4248221	"ENST00000254742"
"TMEM129_P1"	"TMEM129"	"chr4"	"-"	"P1"	1721253	"ENST00000303277"
"TMEM130_P1"	"TMEM130"	"chr7"	"-"	"P1"	98869966	"ENST00000416379"
"TMEM131_P1"	"TMEM131"	"chr2"	"-"	"P1"	97995931	"ENST00000186436"
"TMEM131L_P1"	"TMEM131L"	"chr4"	"+"	"P1"	153466360	"ENST00000409663"
"TMEM132A_P1"	"TMEM132A"	"chr11"	"+"	"P1"	60924474	"ENST00000537065"
"TMEM132B_P1"	"TMEM132B"	"chr12"	"+"	"P1"	125186386	"ENST00000418253"
"TMEM132B_ENST00000299308(W)"	"TMEM132B"	"chr12"	"+"	"ENST00000299308(W)"	125326615	NA
"TMEM132C_P1"	"TMEM132C"	"chr12"	"+"	"P1"	128267171	"ENST00000435159"
"TMEM132D_P1"	"TMEM132D"	"chr12"	"-"	"P1"	129904025	"ENST00000422113"
"TMEM132E_P1"	"TMEM132E"	"chr17"	"+"	"P1"	34579591	"ENST00000321639"
"TMEM132E_P1P2(W)"	"TMEM132E"	"chr17"	"+"	"P1P2(W)"	34580906	NA
"TMEM134_P1"	"TMEM134"	"chr11"	"-"	"P1"	67469245	"ENST00000308022"
"TMEM135_P1"	"TMEM135"	"chr11"	"+"	"P1"	87038033	"ENST00000340353"
"TMEM136_P1"	"TMEM136"	"chr11"	"+"	"P1"	120325299	"ENST00000375095"
"TMEM138_P1"	"TMEM138"	"chr11"	"+"	"P1"	61362374	"ENST00000278826"
"TMEM139_P1"	"TMEM139"	"chr7"	"+"	"P1"	143284958	"ENST00000487419"
"TMEM140_P1"	"TMEM140"	"chr7"	"+"	"P1"	135148087	"ENST00000275767"
"TMEM141_P1"	"TMEM141"	"chr9"	"+"	"P1"	136791344	"ENST00000290079"
"TMEM143_P1"	"TMEM143"	"chr19"	"-"	"P1"	48363938	"ENST00000293261"
"TMEM144_P1"	"TMEM144"	"chr4"	"+"	"P1"	158210486	"ENST00000508243"
"TMEM145_P1"	"TMEM145"	"chr19"	"+"	"P1"	42313311	"ENST00000595775"
"TMEM147_P1"	"TMEM147"	"chr19"	"+"	"P1"	35545626	"ENST00000222284"
"TMEM14A_P1"	"TMEM14A"	"chr6"	"+"	"P1"	52671118	"ENST00000211314"
"TMEM14B_P1"	"TMEM14B"	"chr6"	"+"	"P1"	10747805	"ENST00000612333"
"TMEM14C_P1"	"TMEM14C"	"chr6"	"+"	"P1"	10723070	"ENST00000541412"
"TMEM150A_P1"	"TMEM150A"	"chr2"	"-"	"P1"	85602665	"ENST00000306353"
"TMEM150B_P1"	"TMEM150B"	"chr19"	"-"	"P1"	55325341	"ENST00000326652"
"TMEM150C_P1"	"TMEM150C"	"chr4"	"-"	"P1"	82561978	"ENST00000515780"
"TMEM151A_P1"	"TMEM151A"	"chr11"	"+"	"P1"	66291894	"ENST00000327259"
"TMEM151B_P1"	"TMEM151B"	"chr6"	"+"	"P1"	44270450	"ENST00000451188"
"TMEM154_P1"	"TMEM154"	"chr4"	"-"	"P1"	152679966	"ENST00000304385"
"TMEM155_P1"	"TMEM155"	"chr4"	"-"	"P1"	121765127	"ENST00000643663"
"TMEM156_P1"	"TMEM156"	"chr4"	"-"	"P1"	39032391	"ENST00000381938"
"TMEM158_P1"	"TMEM158"	"chr3"	"-"	"P1"	45226287	"ENST00000503771"
"TMEM159_P1"	"TMEM159"	"chr16"	"+"	"P1"	21158679	"ENST00000573487"
"TMEM160_P1"	"TMEM160"	"chr19"	"-"	"P1"	47048624	"ENST00000253047"
"TMEM161A_P1"	"TMEM161A"	"chr19"	"-"	"P1"	19138478	"ENST00000450333"
"TMEM161B_P1"	"TMEM161B"	"chr5"	"-"	"P1"	88268829	"ENST00000514135"
"TMEM163_P1"	"TMEM163"	"chr2"	"-"	"P1"	134719000	"ENST00000281924"
"TMEM164_P1"	"TMEM164"	"chrX"	"+"	"P1"	110003114	"ENST00000497754"
"TMEM165_P1"	"TMEM165"	"chr4"	"+"	"P1"	55395957	"ENST00000506198"
"TMEM167A_P1"	"TMEM167A"	"chr5"	"-"	"P1"	83077373	"ENST00000502346"
"TMEM167B_P1"	"TMEM167B"	"chr1"	"+"	"P1"	109090774	"ENST00000479160"
"TMEM168_P1"	"TMEM168"	"chr7"	"-"	"P1"	112790393	"ENST00000312814"
"TMEM169_P1"	"TMEM169"	"chr2"	"+"	"P1"	216081920	"ENST00000433112"
"TMEM17_P1"	"TMEM17"	"chr2"	"-"	"P1"	62506176	"ENST00000335390"
"TMEM170A_P1"	"TMEM170A"	"chr16"	"-"	"P1"	75464669	"ENST00000357613"
"TMEM170B_P1"	"TMEM170B"	"chr6"	"+"	"P1"	11537789	"ENST00000379426"
"TMEM171_P1"	"TMEM171"	"chr5"	"+"	"P1"	73120575	"ENST00000454765"
"TMEM173_P1"	"TMEM173"	"chr5"	"-"	"P1"	139482310	"ENST00000507297"
"TMEM174_P1"	"TMEM174"	"chr5"	"+"	"P1"	73173196	"ENST00000296776"
"TMEM175_P1"	"TMEM175"	"chr4"	"+"	"P1"	932460	"ENST00000507319"
"TMEM176A_P1"	"TMEM176A"	"chr7"	"+"	"P1"	150800798	"ENST00000484928"
"TMEM176B_P1"	"TMEM176B"	"chr7"	"-"	"P1"	150800364	"ENST00000492607"
"TMEM177_P1"	"TMEM177"	"chr2"	"+"	"P1"	119679201	"ENST00000401466"
"TMEM178A_P1"	"TMEM178A"	"chr2"	"+"	"P1"	39665917	"ENST00000482239"
"TMEM178B_P1"	"TMEM178B"	"chr7"	"+"	"P1"	141074073	"ENST00000565468"
"TMEM179_P1"	"TMEM179"	"chr14"	"-"	"P1"	104604760	"ENST00000415614"
"TMEM179B_P1"	"TMEM179B"	"chr11"	"+"	"P1"	62787402	"ENST00000532586"
"TMEM18_P1"	"TMEM18"	"chr2"	"-"	"P1"	677406	"ENST00000281017"
"TMEM181_P1"	"TMEM181"	"chr6"	"+"	"P1"	158536655	"ENST00000367090"
"TMEM182_P1"	"TMEM182"	"chr2"	"+"	"P1"	102736935	"ENST00000639249"
"TMEM182_P2(W)"	"TMEM182"	"chr2"	"+"	"P2(W)"	102762138	NA
"TMEM183A_P1"	"TMEM183A"	"chr1"	"+"	"P1"	203007374	"ENST00000367242"
"TMEM184A_P1"	"TMEM184A"	"chr7"	"-"	"P1"	1556205	"ENST00000297477"
"TMEM184A_P2(W)"	"TMEM184A"	"chr7"	"-"	"P2(W)"	1560818	NA
"TMEM184B_P1"	"TMEM184B"	"chr22"	"-"	"P1"	38273005	"ENST00000361906"
"TMEM184C_P1"	"TMEM184C"	"chr4"	"+"	"P1"	147617397	"ENST00000296582"
"TMEM185A_P1"	"TMEM185A"	"chrX"	"-"	"P1"	149631763	"ENST00000612022"
"TMEM185B_P1"	"TMEM185B"	"chr2"	"-"	"P1"	120223400	"ENST00000426077"
"TMEM186_P1"	"TMEM186"	"chr16"	"-"	"P1"	8797639	"ENST00000564869"
"TMEM187_P1"	"TMEM187"	"chrX"	"+"	"P1"	153972754	"ENST00000369982"
"TMEM189_P1"	"TMEM189"	"chr20"	"-"	"P1"	50153668	"ENST00000371652"
"TMEM189-UBE2V1_P1(D)"	"TMEM189-UBE2V1"	"chr20"	"-"	"P1(D)"	50129794.6666667	NA
"TMEM19_P1"	"TMEM19"	"chr12"	"+"	"P1"	71686093	"ENST00000266673"
"TMEM190_P1"	"TMEM190"	"chr19"	"+"	"P1"	55376826	"ENST00000291934"
"TMEM191B_P2"	"TMEM191B"	"chr22"	"+"	"P2"	18527802	"ENST00000612978"
"TMEM191B_P1"	"TMEM191B"	"chr22"	"+"	"P1"	18529042	"ENST00000620199"
"TMEM191C_P1"	"TMEM191C"	"chr22"	"+"	"P1"	21468269	"ENST00000417708"
"TMEM192_P1"	"TMEM192"	"chr4"	"-"	"P1"	165112860	"ENST00000306480"
"TMEM196_P1"	"TMEM196"	"chr7"	"-"	"P1"	19773617	"ENST00000405844"
"TMEM198_P1"	"TMEM198"	"chr2"	"+"	"P1"	219544028	"ENST00000344458"
"TMEM199_P1"	"TMEM199"	"chr17"	"+"	"P1"	28357647	"ENST00000292114"
"TMEM200A_P1"	"TMEM200A"	"chr6"	"+"	"P1"	130366017	"ENST00000296978"
"TMEM200B_P2(W)"	"TMEM200B"	"chr1"	"-"	"P2(W)"	29122204	NA
"TMEM200B_P1"	"TMEM200B"	"chr1"	"-"	"P1"	29123903	"ENST00000521452"
"TMEM200C_P1P2(W)"	"TMEM200C"	"chr18"	"-"	"P1P2(W)"	5891962	NA
"TMEM200C_P1"	"TMEM200C"	"chr18"	"-"	"P1"	5895503	"ENST00000581347"
"TMEM201_P1"	"TMEM201"	"chr1"	"+"	"P1"	9588911	"ENST00000340305"
"TMEM202_P1"	"TMEM202"	"chr15"	"+"	"P1"	72398309	"ENST00000341689"
"TMEM203_P1"	"TMEM203"	"chr9"	"-"	"P1"	137205648	"ENST00000343666"
"TMEM204_P1"	"TMEM204"	"chr16"	"+"	"P1"	1533667	"ENST00000566264"
"TMEM206_P1"	"TMEM206"	"chr1"	"-"	"P1"	212414886	"ENST00000261455"
"TMEM207_P1"	"TMEM207"	"chr3"	"-"	"P1"	190449785	"ENST00000354905"
"TMEM208_P1"	"TMEM208"	"chr16"	"+"	"P1"	67227140	"ENST00000567193"
"TMEM209_P1"	"TMEM209"	"chr7"	"-"	"P1"	130205406	"ENST00000397622"
"TMEM210_P1"	"TMEM210"	"chr9"	"-"	"P1"	137172056	"ENST00000430332"
"TMEM211_P2"	"TMEM211"	"chr22"	"-"	"P2"	24939535	"ENST00000423535"
"TMEM211_P1"	"TMEM211"	"chr22"	"-"	"P1"	24946694	"ENST00000640159"
"TMEM212_P1"	"TMEM212"	"chr3"	"+"	"P1"	171843361	"ENST00000334567"
"TMEM213_P1"	"TMEM213"	"chr7"	"+"	"P1"	138797994	"ENST00000397602"
"TMEM214_P1"	"TMEM214"	"chr2"	"+"	"P1"	27033004	"ENST00000495312"
"TMEM215_P1"	"TMEM215"	"chr9"	"+"	"P1"	32783540	"ENST00000342743"
"TMEM216_P1"	"TMEM216"	"chr11"	"+"	"P1"	61392587	"ENST00000334888"
"TMEM217_P1"	"TMEM217"	"chr6"	"-"	"P1"	37258139	"ENST00000357219"
"TMEM218_P1"	"TMEM218"	"chr11"	"-"	"P1"	125111626	"ENST00000531909"
"TMEM219_P1"	"TMEM219"	"chr16"	"+"	"P1"	29962079	"ENST00000602948"
"TMEM220_P1"	"TMEM220"	"chr17"	"-"	"P1"	10730023	"ENST00000341871"
"TMEM221_P1"	"TMEM221"	"chr19"	"-"	"P1"	17448668	"ENST00000341130"
"TMEM222_P1"	"TMEM222"	"chr1"	"+"	"P1"	27322266	"ENST00000611517"
"TMEM223_P1"	"TMEM223"	"chr11"	"-"	"P1"	62792006	"ENST00000527073"
"TMEM225_P1"	"TMEM225"	"chr11"	"-"	"P1"	123885658	"ENST00000375026"
"TMEM225B_P1"	"TMEM225B"	"chr7"	"+"	"P1"	99598267	"ENST00000431679"
"TMEM229A_P1"	"TMEM229A"	"chr7"	"-"	"P1"	124033048	"ENST00000455783"
"TMEM229B_P2(W)"	"TMEM229B"	"chr14"	"-"	"P2(W)"	67488726	NA
"TMEM229B_P1"	"TMEM229B"	"chr14"	"-"	"P1"	67515451	"ENST00000555638"
"TMEM230_P1"	"TMEM230"	"chr20"	"-"	"P1"	5113076	"ENST00000615008"
"TMEM231_P1"	"TMEM231"	"chr16"	"-"	"P1"	75556238	"ENST00000258173"
"TMEM232_P2(W)"	"TMEM232"	"chr5"	"-"	"P2(W)"	110726664	NA
"TMEM232_P1"	"TMEM232"	"chr5"	"-"	"P1"	110738927	"ENST00000515278"
"TMEM233_P1"	"TMEM233"	"chr12"	"+"	"P1"	119593774	"ENST00000426426"
"TMEM234_P1"	"TMEM234"	"chr1"	"-"	"P1"	32222346	"ENST00000491434"
"TMEM235_P1"	"TMEM235"	"chr17"	"+"	"P1"	78231333	"ENST00000421688"
"TMEM236_P1"	"TMEM236"	"chr10"	"+"	"P1"	17752221	"ENST00000377495"
"TMEM237_P1"	"TMEM237"	"chr2"	"-"	"P1"	201643485	"ENST00000409883"
"TMEM238_P1"	"TMEM238"	"chr19"	"-"	"P1"	55384292	"ENST00000444469"
"TMEM238L_P1"	"TMEM238L"	"chr17"	"-"	"P1"	10804064	"ENST00000581851"
"TMEM239_P1"	"TMEM239"	"chr20"	"+"	"P1"	2816364	"ENST00000361033"
"TMEM240_P1"	"TMEM240"	"chr1"	"-"	"P1"	1540624	"ENST00000378733"
"TMEM241_P1"	"TMEM241"	"chr18"	"-"	"P1"	23437961	"ENST00000581444"
"TMEM242_P1"	"TMEM242"	"chr6"	"-"	"P1"	157323514	"ENST00000400788"
"TMEM243_P1"	"TMEM243"	"chr7"	"-"	"P1"	87219732	"ENST00000257637"
"TMEM244_P1"	"TMEM244"	"chr6"	"-"	"P1"	129861296	"ENST00000368143"
"TMEM245_P1"	"TMEM245"	"chr9"	"-"	"P1"	109119927	"ENST00000374586"
"TMEM246_P1"	"TMEM246"	"chr9"	"-"	"P1"	101487153	"ENST00000374847"
"TMEM247_P1(D)"	"TMEM247"	"chr2"	"+"	"P1(D)"	46429085.8333333	NA
"TMEM247_P1"	"TMEM247"	"chr2"	"+"	"P1"	46479565	"ENST00000434431"
"TMEM248_P1"	"TMEM248"	"chr7"	"+"	"P1"	66921225	"ENST00000341567"
"TMEM249_P1"	"TMEM249"	"chr8"	"-"	"P1"	144354931	"ENST00000565365"
"TMEM25_P1"	"TMEM25"	"chr11"	"+"	"P1"	118531202	"ENST00000411589"
"TMEM250_P1"	"TMEM250"	"chr9"	"-"	"P1"	136118875	"ENST00000561457"
"TMEM251_P1"	"TMEM251"	"chr14"	"+"	"P1"	93184975	"ENST00000283534"
"TMEM252_P1"	"TMEM252"	"chr9"	"-"	"P1"	68540883	"ENST00000377311"
"TMEM253_P1"	"TMEM253"	"chr14"	"+"	"P1"	21098836	"ENST00000418511"
"TMEM253_P1P2(W)"	"TMEM253"	"chr14"	"+"	"P1P2(W)"	21101110	NA
"TMEM254_P1"	"TMEM254"	"chr10"	"+"	"P1"	80078665	"ENST00000372277"
"TMEM255A_P1"	"TMEM255A"	"chrX"	"-"	"P1"	120311433	"ENST00000309720"
"TMEM255B_P1"	"TMEM255B"	"chr13"	"+"	"P1"	113759229	"ENST00000488362"
"TMEM256_P1"	"TMEM256"	"chr17"	"-"	"P1"	7404097	"ENST00000302422"
"TMEM258_P1"	"TMEM258"	"chr11"	"-"	"P1"	61792599	"ENST00000537328"
"TMEM259_P1"	"TMEM259"	"chr19"	"-"	"P1"	1021123	"ENST00000356663"
"TMEM26_P1"	"TMEM26"	"chr10"	"-"	"P1"	61453210	"ENST00000503886"
"TMEM260_P1"	"TMEM260"	"chr14"	"+"	"P1"	56579826	"ENST00000556422"
"TMEM262_P1"	"TMEM262"	"chr11"	"-"	"P1"	65089107	"ENST00000528029"
"TMEM263_P1"	"TMEM263"	"chr12"	"+"	"P1"	106955907	"ENST00000548125"
"TMEM265_P1"	"TMEM265"	"chr16"	"+"	"P1"	30740653	"ENST00000615541"
"TMEM266_P1"	"TMEM266"	"chr15"	"+"	"P1"	76059985	"ENST00000388942"
"TMEM267_P1"	"TMEM267"	"chr5"	"-"	"P1"	43483859	"ENST00000500337"
"TMEM268_P1"	"TMEM268"	"chr9"	"+"	"P1"	114611291	"ENST00000288502"
"TMEM269_P1"	"TMEM269"	"chr1"	"+"	"P1"	42785007	"ENST00000421630"
"TMEM269_P2"	"TMEM269"	"chr1"	"+"	"P2"	42787990	"ENST00000536543"
"TMEM269_P3"	"TMEM269"	"chr1"	"+"	"P3"	42793665	"ENST00000605272"
"TMEM270_P1"	"TMEM270"	"chr7"	"+"	"P1"	73861159	"ENST00000320531"
"TMEM271_P1"	"TMEM271"	"chr4"	"-"	"P1"	576295	"ENST00000610212"
"TMEM272_P1"	"TMEM272"	"chr13"	"-"	"P1"	51845157	"ENST00000627246"
"TMEM273_P1"	"TMEM273"	"chr10"	"-"	"P1"	49188391	"ENST00000374151"
"TMEM30A_P1"	"TMEM30A"	"chr6"	"-"	"P1"	75284780	"ENST00000230461"
"TMEM30B_P1"	"TMEM30B"	"chr14"	"-"	"P1"	61281338	"ENST00000557163"
"TMEM31_P1"	"TMEM31"	"chrX"	"+"	"P1"	103710909	"ENST00000319560"
"TMEM33_P1"	"TMEM33"	"chr4"	"+"	"P1"	41935137	"ENST00000504986"
"TMEM35A_P1"	"TMEM35A"	"chrX"	"+"	"P1"	101078879	"ENST00000372930"
"TMEM35B_P1"	"TMEM35B"	"chr1"	"-"	"P1"	34985305	"ENST00000373337"
"TMEM37_P1"	"TMEM37"	"chr2"	"+"	"P1"	119431858	"ENST00000306406"
"TMEM38A_P1"	"TMEM38A"	"chr19"	"+"	"P1"	16661139	"ENST00000187762"
"TMEM38B_P1"	"TMEM38B"	"chr9"	"+"	"P1"	105694542	"ENST00000434214"
"TMEM39A_P1"	"TMEM39A"	"chr3"	"-"	"P1"	119463615	"ENST00000438581"
"TMEM39B_P1"	"TMEM39B"	"chr1"	"+"	"P1"	32072966	"ENST00000336294"
"TMEM40_P1"	"TMEM40"	"chr3"	"-"	"P1"	12759259	"ENST00000314124"
"TMEM41A_P1"	"TMEM41A"	"chr3"	"-"	"P1"	185499035	"ENST00000382227"
"TMEM41B_P1"	"TMEM41B"	"chr11"	"-"	"P1"	9314593	"ENST00000299596"
"TMEM42_P1"	"TMEM42"	"chr3"	"+"	"P1"	44861915	"ENST00000302392"
"TMEM43_P1"	"TMEM43"	"chr3"	"+"	"P1"	14125133	"ENST00000306077"
"TMEM44_P1"	"TMEM44"	"chr3"	"-"	"P1"	194633419	"ENST00000392432"
"TMEM45A_P1"	"TMEM45A"	"chr3"	"+"	"P1"	100492619	"ENST00000323523"
"TMEM45B_P1"	"TMEM45B"	"chr11"	"+"	"P1"	129815850	"ENST00000281441"
"TMEM47_P1"	"TMEM47"	"chrX"	"-"	"P1"	34657285	"ENST00000275954"
"TMEM50A_P1"	"TMEM50A"	"chr1"	"+"	"P1"	25338334	"ENST00000374358"
"TMEM50B_P1"	"TMEM50B"	"chr21"	"-"	"P1"	33479943	"ENST00000420455"
"TMEM51_P2(W)"	"TMEM51"	"chr1"	"+"	"P2(W)"	15152566	NA
"TMEM51_P1"	"TMEM51"	"chr1"	"+"	"P1"	15153763	"ENST00000400796"
"TMEM52_P1"	"TMEM52"	"chr1"	"-"	"P1"	1919279	"ENST00000378602"
"TMEM52B_P1"	"TMEM52B"	"chr12"	"+"	"P1"	10179032	"ENST00000298530"
"TMEM53_P1"	"TMEM53"	"chr1"	"-"	"P1"	44674433	"ENST00000372242"
"TMEM54_P1"	"TMEM54"	"chr1"	"-"	"P1"	32901389	"ENST00000373463"
"TMEM56_P1"	"TMEM56"	"chr1"	"+"	"P1"	95117384	"ENST00000370203"
"TMEM59_P1"	"TMEM59"	"chr1"	"-"	"P1"	54053204	"ENST00000234831"
"TMEM59L_P1"	"TMEM59L"	"chr19"	"+"	"P1"	18612873	"ENST00000262817"
"TMEM60_P1"	"TMEM60"	"chr7"	"-"	"P1"	77798426	"ENST00000257663"
"TMEM61_P1"	"TMEM61"	"chr1"	"+"	"P1"	54980628	"ENST00000371268"
"TMEM62_P1"	"TMEM62"	"chr15"	"+"	"P1"	43133586	"ENST00000569535"
"TMEM63A_P2"	"TMEM63A"	"chr1"	"-"	"P2"	225877661	"ENST00000436966"
"TMEM63A_P1"	"TMEM63A"	"chr1"	"-"	"P1"	225882369	"ENST00000366835"
"TMEM63B_P1"	"TMEM63B"	"chr6"	"+"	"P1"	44127554	"ENST00000532634"
"TMEM63C_P1"	"TMEM63C"	"chr14"	"+"	"P1"	77181798	"ENST00000554766"
"TMEM64_P1"	"TMEM64"	"chr8"	"-"	"P1"	90646083	"ENST00000418210"
"TMEM65_P1"	"TMEM65"	"chr8"	"-"	"P1"	124372700	"ENST00000297632"
"TMEM67_P1"	"TMEM67"	"chr8"	"+"	"P1"	93754903	"ENST00000452276"
"TMEM68_P1"	"TMEM68"	"chr8"	"-"	"P1"	55773378	"ENST00000434581"
"TMEM69_P1"	"TMEM69"	"chr1"	"+"	"P1"	45688196	"ENST00000496366"
"TMEM70_P1"	"TMEM70"	"chr8"	"+"	"P1"	73976195	"ENST00000416961"
"TMEM71_P1"	"TMEM71"	"chr8"	"-"	"P1"	132760582	"ENST00000523829"
"TMEM72_P1"	"TMEM72"	"chr10"	"+"	"P1"	44911344	"ENST00000389583"
"TMEM74_P1"	"TMEM74"	"chr8"	"-"	"P1"	108787577	"ENST00000518838"
"TMEM74B_P1"	"TMEM74B"	"chr20"	"-"	"P1"	1185905	"ENST00000481747"
"TMEM79_P1"	"TMEM79"	"chr1"	"+"	"P1"	156282935	"ENST00000463670"
"TMEM79_P2"	"TMEM79"	"chr1"	"+"	"P2"	156284325	"ENST00000405535"
"TMEM80_P1"	"TMEM80"	"chr11"	"+"	"P1"	695816	"ENST00000397510"
"TMEM81_P1"	"TMEM81"	"chr1"	"-"	"P1"	205084460	"ENST00000367167"
"TMEM82_P1"	"TMEM82"	"chr1"	"+"	"P1"	15742501	"ENST00000375782"
"TMEM86A_P1"	"TMEM86A"	"chr11"	"+"	"P1"	18698779	"ENST00000533987"
"TMEM86B_P1"	"TMEM86B"	"chr19"	"-"	"P1"	55228763	"ENST00000589190"
"TMEM87A_P1"	"TMEM87A"	"chr15"	"-"	"P1"	42273415	"ENST00000448392"
"TMEM87B_P1"	"TMEM87B"	"chr2"	"+"	"P1"	112055327	"ENST00000283206"
"TMEM88_P1"	"TMEM88"	"chr17"	"+"	"P1"	7855066	"ENST00000301599"
"TMEM88B_P1"	"TMEM88B"	"chr1"	"+"	"P1"	1425871	"ENST00000378821"
"TMEM89_P1"	"TMEM89"	"chr3"	"-"	"P1"	48621769	"ENST00000330862"
"TMEM8A_P1"	"TMEM8A"	"chr16"	"-"	"P1"	381978	"ENST00000431232"
"TMEM8B_P1"	"TMEM8B"	"chr9"	"+"	"P1"	35829269	"ENST00000439587"
"TMEM9_P1"	"TMEM9"	"chr1"	"-"	"P1"	201154474	"ENST00000367334"
"TMEM91_P1"	"TMEM91"	"chr19"	"+"	"P1"	41363947	"ENST00000413014"
